section;p_nr;p_title;p_room;p_day;p_time;p_chair;p_discussant;authors;title
Public Opinion and Political Communication;1403;Hate Speech 1;MP7-20;Friday;09:00;Alexander Wuttke;Danie Stockmann;Claudia Diehl, Matthias Revers, Nils Weidmann, Alexander Wuttke;Selectively Scientific: Experimental Evidence on The Limits Of Academic Freedom
Public Opinion and Political Communication;1403;Hate Speech 1;MP7-20;Friday;09:00;Alexander Wuttke;Danie Stockmann;Romain Ferrali, Horacio Larreguy, Daniela Pinto Veizaga;Combatting the Repression of Online Activism in Authoritarian Settings
Public Opinion and Political Communication;1421;Political Misinformation;MP5-Barcelona;Friday;09:00;Antonia Peißker;Patrick Kraft;Lisa Oswald, Anastasia Kozyreva, Stefan Herzog, Ralph Hertwig;Testing the effectiveness of a lateral reading intervention on source trustworthiness discernment and browsing behaviour among German internet users
Public Opinion and Political Communication;1421;Political Misinformation;MP5-Barcelona;Friday;09:00;Antonia Peißker;Patrick Kraft;Antonia Peißker, Mike Cowburn, Ulrike Klinger;Disinformation Resilience in Backsliding Democracies: Media Capture & Civil Society in the Visegrád Group
Public Opinion and Political Communication;1421;Political Misinformation;MP5-Barcelona;Friday;09:00;Antonia Peißker;Patrick Kraft;Fabio Torreggiani, Aron Szekely;Social Mechanisms of Misinformation Perception: A Cross-country Survey Experiment
Public Opinion and Political Communication;1421;Political Misinformation;MP5-Barcelona;Friday;09:00;Antonia Peißker;Patrick Kraft;Jennifer Jerit, Patrick Kraft;Can Dialogue Lead to Durable Change in Climate Change Opinion?
Comparative Politics;1511;Democratic Backsliding and Autocratization 1;MP6-4;Friday;09:00;Benjamin G. Engst;Christopher Wingens;Andrea Cassani, Angelo Vito Panaro, Andrea Vaccaro;Social Policy in the Age of Autocratisation: How More Autocratic Rule Undermines Citizens’ Wellbeing
Comparative Politics;1511;Democratic Backsliding and Autocratization 1;MP6-4;Friday;09:00;Benjamin G. Engst;Christopher Wingens;Christopher Wingens, Julia Leininger, Daniel Nowack, Staffan I. Lindberg;Democracy protection in different autocratization phases
Comparative Politics;1511;Democratic Backsliding and Autocratization 1;MP6-4;Friday;09:00;Benjamin G. Engst;Christopher Wingens;Fabio Angiolillo, Martin Lundstedt, Marina Nord, Felix Wiebrecht, Staffan Lindberg;U-Turns: Episodes of Democratic Turnarounds since 1900
Comparative Politics;1511;Democratic Backsliding and Autocratization 1;MP6-4;Friday;09:00;Benjamin G. Engst;Christopher Wingens;Benjamin G. Engst, Thomas Gschwend;Citizens' Commitment to Judicial Independence: A Discrete Choice Experiment in Nine European Countries
Comparative Politics;1512;Cleavages and Voting;MP7-222;Friday;09:00;Paul Atwell;Nina McMurry;Bonnie Weir, Milan Svolik;The Trap of sectarian politics: Sectarianism and voting in Northern Ireland
Comparative Politics;1512;Cleavages and Voting;MP7-222;Friday;09:00;Paul Atwell;Nina McMurry;Gabriel Koehler-Derrick, Alexandra Blackman, Steven Brooke, Oliver Lang;Tribal Voting in New Democracies: Evidence from 6 Million Tunisian Voter Records
Comparative Politics;1512;Cleavages and Voting;MP7-222;Friday;09:00;Paul Atwell;Nina McMurry;Prisca Jöst;Ethnic Polarization and Political Behavior. The Role of Ethnic Diversity and Economic Deprivation for Political Attitudes and Behavior in Africa
Comparative Politics;1512;Cleavages and Voting;MP7-222;Friday;09:00;Paul Atwell;Nina McMurry;Marc Guinjoan, Jordi Mas, Xavier Roura;Electoral institutions, malapportionment and the representation of ethnic minorities
Comparative Politics;1512;Cleavages and Voting;MP7-222;Friday;09:00;Paul Atwell;Nina McMurry;Paul Atwell;Social identity and implicit motives in clientelist democracies: Evidence from Ghana
Party Politics;1814;The Rise of New Parties;MP6-3;Friday;09:00;Allan Sikk;Thomas Tichelbaecker;David Samuels, Fernando Mello, Cesar Zucco;Polarization and Perceptions of Status Gain and Loss: The Case of Brazil
Party Politics;1814;The Rise of New Parties;MP6-3;Friday;09:00;Allan Sikk;Thomas Tichelbaecker;Thomas Tichelbaecker;Where do new parties grow strong local roots? The case of the AfD and Green Party in Germany
Party Politics;1814;The Rise of New Parties;MP6-3;Friday;09:00;Allan Sikk;Thomas Tichelbaecker;Victor Ellenbroek;Party emergence and competition in the late modern period: Insights from the Dutch Parliamentary Roll-Call Voting Dataset, 1868-1917.
Party Politics;1814;The Rise of New Parties;MP6-3;Friday;09:00;Allan Sikk;Thomas Tichelbaecker;Werner Krause;The Influence of Opinion Polls on Small Parties' Path to Parliamentary Representation – A Regression Discontinuity Approach
Party Politics;1814;The Rise of New Parties;MP6-3;Friday;09:00;Allan Sikk;Thomas Tichelbaecker;Krisztina Szabo;New Parties and Their Media Coverage: An Experimental Study of Media Practitioners in Italy
Political Methodology;2010;Methodological Advances in Text Analysis;MP7-313;Friday;09:00;Moritz Osnabrügge;Hauke Licht;Christopher Klamm, Sascha Meyer, Moritz Osnabrügge, Simone Ponzetto;Resource-Efficient Text Classification Using Pretrained Language Models and Parameter-Efficient Fine- Tuning
Political Methodology;2010;Methodological Advances in Text Analysis;MP7-313;Friday;09:00;Moritz Osnabrügge;Hauke Licht;Joan Timoneda, Rafael Mestre;Hey GPT-3, How Biased Are You?
Political Methodology;2010;Methodological Advances in Text Analysis;MP7-313;Friday;09:00;Moritz Osnabrügge;Hauke Licht;Selma Šarenkapa, Elisa Deiss-Helbig, Emiliano Grossman, Isabelle Guinaudeau, Raphael Heiberger,;Theres Matthieß How deserving? Measuring social constructions of groups based on media discourses
Political Methodology;2010;Methodological Advances in Text Analysis;MP7-313;Friday;09:00;Moritz Osnabrügge;Hauke Licht;Marc Ratkovic, Haoyu Zhai;Context Augmentation for the Statistical Analysis of Text
Political Methodology;2012;Methodological Innovations;MP7-314;Friday;09:00;Christian Arnold;Michelle Torres;Paul Vierus;Seeing is Believing: Investigating Emotional Responses to Video and Textual Political Messages
Political Methodology;2012;Methodological Innovations;MP7-314;Friday;09:00;Christian Arnold;Michelle Torres;Moritz Marbach;Internal Migration and the Spatial Distribution of Political Preferences
Political Methodology;2012;Methodological Innovations;MP7-314;Friday;09:00;Christian Arnold;Michelle Torres;Stephen Fisher, John Kenny, Rosalind Shorrocks;Evaluating election forecasting methods for the UK
Political Methodology;2012;Methodological Innovations;MP7-314;Friday;09:00;Christian Arnold;Michelle Torres;Christian Arnold, Andreas Küpfer;Structuring Quantitative Image Analysis with Metric Depth
Political Methodology;2012;Methodological Innovations;MP7-314;Friday;09:00;Christian Arnold;Michelle Torres;Esmeralda Bon, Rachel Gibson, Fabienne Greffet, Mickael Temporão, Peter Smyth;Comparing and Contrasting Manual vs Automated Methods for Detecting Political Influencers Online
International Relations;2107;Diplomacy and International Negotiations;MP8-Small;Friday;09:00;Andrew Coe;Yevgeniy Golovchenko;Matteo C.M. Casiraghi, Tiziana Corda;Global South diplomacy: Determinants of diplomatic visits by African ministers of foreign affairs
International Relations;2107;Diplomacy and International Negotiations;MP8-Small;Friday;09:00;Andrew Coe;Yevgeniy Golovchenko;Yevgeniy Golovchenko, Karolina Stanczak, Rebecca Adler-Nissen, Patrice Wangen, Isabelle Augenstein;Invisible Women in Digital Diplomacy: A Multidimensional Framework for Online Gender Bias Against Women Ambassadors Worldwide
International Relations;2107;Diplomacy and International Negotiations;MP8-Small;Friday;09:00;Andrew Coe;Yevgeniy Golovchenko;Tuuli-Anna Huikuri, Tom Hunter;Women in International Negotiations: Evidence from the Council of the European Union
International Relations;2107;Diplomacy and International Negotiations;MP8-Small;Friday;09:00;Andrew Coe;Yevgeniy Golovchenko;Frederick Chen, Zhenhuan Lei, Yishuang Li;Making Diplomacy Work: Types and Performance of U.S. Ambassadors
International Relations;2112;Public Opinion and Foreign Policy;MP5-Köln;Friday;09:00;Denise Traber;Nien-chung Chang-Liao;Rizwan Ashgar, Jesse Dillon Savage;The Influence of Joint Military Exercises on Attitudes Toward Partner States
International Relations;2112;Public Opinion and Foreign Policy;MP5-Köln;Friday;09:00;Denise Traber;Nien-chung Chang-Liao;Jim An-Chin Cheng;Beyond Independence: Mechanisms of British Influence in Former Colonies
International Relations;2112;Public Opinion and Foreign Policy;MP5-Köln;Friday;09:00;Denise Traber;Nien-chung Chang-Liao;Renu Singh, Scott Williamson, Jonathan Chu;Crisis Performance, Ideology, and Attitudes towards Hegemonic Competition: Evidence from Six Countries
International Relations;2112;Public Opinion and Foreign Policy;MP5-Köln;Friday;09:00;Denise Traber;Nien-chung Chang-Liao;Stefanie Walter;Acting Tough or Caving in? Balancing reputational and material concerns when responding to non- cooperative behavior
Public Policy and Administration;1302;Police Discrimination;MP5-SanFrancisco;Friday;09:00;Sam Van Noort;Mariaelisa Epifanio;Mariaelisa Epifanio;Felon re-enfranchisement, race, and arrests
Public Policy and Administration;1302;Police Discrimination;MP5-SanFrancisco;Friday;09:00;Sam Van Noort;Mariaelisa Epifanio;Sam Van noort, Tanushree Goyal, Mats Ahrenshop;Does Local Leadership Lower Bias in Law Enforcement? Evidence from Experiments with India’s Rural Politicians
Public Policy and Administration;1302;Police Discrimination;MP5-SanFrancisco;Friday;09:00;Sam Van Noort;Mariaelisa Epifanio;Felix Jäger, Richard Traunmüller;How Racist is the German Federal Police?
Public Policy and Administration;1302;Police Discrimination;MP5-SanFrancisco;Friday;09:00;Sam Van Noort;Mariaelisa Epifanio;Callum Craig;Is the Power in a Union? US Police Unions and Police Leader Career Survival.
Public Policy and Administration;1302;Police Discrimination;MP5-SanFrancisco;Friday;09:00;Sam Van Noort;Mariaelisa Epifanio;Hakeem Jefferson, Fabian Neuner, Josh Pasek, Brianna Zichettella;Reducing Racial Polarization in Perceptions of Police-Involved Shootings
Political Behavior;1005;Social Movements;MP6-3;Friday;11:00;Francisca Castro;Amalie Nilsen;Amalie Nilsen;Protests, persuasion and polarization: A survey experiment on abortion-related protests in Poland
Political Behavior;1005;Social Movements;MP6-3;Friday;11:00;Francisca Castro;Amalie Nilsen;Dirck De Kleer, Simon Van Teutem, Catherine De Vries;Do Disruptive Climate Protests Work? Public Support for Pro-Climate and Counter-Climate Movements
Political Behavior;1005;Social Movements;MP6-3;Friday;11:00;Francisca Castro;Amalie Nilsen;Alexander Langenkamp;Moderator of fear – the role of radical right protest movements for fear in the general public
Political Behavior;1005;Social Movements;MP6-3;Friday;11:00;Francisca Castro;Amalie Nilsen;Violeta Haas, Daniel Bischof, Ferdinand Geißler, Johannes Giesecke, Felix Hartmann, Macartan;Humphreys, Heike Klüver, Lukas Stoetzer, Tim Wappenhans Does Protest Affect Bystanders? Evidence from a Field Experiment.
Political Behavior;1005;Social Movements;MP6-3;Friday;11:00;Francisca Castro;Amalie Nilsen;Asli Unan, Heike Kluever, Zach Dickson, Sara Hobolt, Irene Rodriguez, Toni Rodon, Lisa Herbig,;Theresa Kuhn Confrontational Forms of Protest and Support for Climate Change Action
Political Behavior;1007;Triggers of Mobilization;MP6-1;Friday;11:00;Julia Schulte-Cloos;Giacomo Lemoli;Deniz Aksoy, Selim Erdem Aytaç;Islamist parties and support for women's political representation
Political Behavior;1007;Triggers of Mobilization;MP6-1;Friday;11:00;Julia Schulte-Cloos;Giacomo Lemoli;Pedro Diz Sánchez;Emigrants’ Collective Action and Political Mobilization at Home: The Short and Mid-term Impact of the Galician Diaspora
Political Behavior;1007;Triggers of Mobilization;MP6-1;Friday;11:00;Julia Schulte-Cloos;Giacomo Lemoli;Leonhard Schmidt;Party-organized protest as a campaigning strategy. The case of the AfD and the Covid-19 pandemic.
Political Behavior;1007;Triggers of Mobilization;MP6-1;Friday;11:00;Julia Schulte-Cloos;Giacomo Lemoli;Pau Grau, Simon Hix;Ne parlons pas de l’affaire Dreyfus: Antisemitic riots and radicalization in Fin de Siècle France
Political Behavior;1007;Triggers of Mobilization;MP6-1;Friday;11:00;Julia Schulte-Cloos;Giacomo Lemoli;Maxime Coulombe;Social Pressure and Voter Turnout: Evidence from 67 Electoral Studies
Political Behavior;1025;Democratic Backsliding and Autocratization 2;MP6-4;Friday;11:00;Felix Wiebrecht;Mathias Falkvist;Natasha Wunsch, Joep van Lit, Tsveta Petrova;Elite justifications and citizen tolerance for democratic transgressions
Political Behavior;1025;Democratic Backsliding and Autocratization 2;MP6-4;Friday;11:00;Felix Wiebrecht;Mathias Falkvist;Woojeong Jang, Dain Yoo;Exporting Autocrat’s Playbook: Two Modes of Democratic Backsliding in the 2010s
Political Behavior;1025;Democratic Backsliding and Autocratization 2;MP6-4;Friday;11:00;Felix Wiebrecht;Mathias Falkvist;Kaja Bakke;Civil Resistance to Autocratization
Political Behavior;1025;Democratic Backsliding and Autocratization 2;MP6-4;Friday;11:00;Felix Wiebrecht;Mathias Falkvist;Florian Sichart;Nothing to Lose: The Prospect Theoretical Foundations of the Rise in Support for Anti-System Politics
Political Behavior;1025;Democratic Backsliding and Autocratization 2;MP6-4;Friday;11:00;Felix Wiebrecht;Mathias Falkvist;Enrique Hernández, Sergi Ferrer, Damjan Tomic, Enrique Prada;Trading democracy: Assessing citizens' willingness to accept democratic backsliding.
Political Behavior;1045;Behavior and Responsiveness of Political Elites 1;MP7-315;Friday;11:00;Elena Leuschner;Roman Senninger;Elena Leuschner;Experimental Evidence on Politicians' Responsiveness to Protest Actions
Political Behavior;1045;Behavior and Responsiveness of Political Elites 1;MP7-315;Friday;11:00;Elena Leuschner;Roman Senninger;Laurence Brandenberger, Ramona Roller;Effects of legislative seating arrangements on parliamentary productivity
Political Behavior;1045;Behavior and Responsiveness of Political Elites 1;MP7-315;Friday;11:00;Elena Leuschner;Roman Senninger;David Schmuck;Occupational returns to office – Regression discontinuity design of occupational careers of narrowly elected and non-elected candidates for national parliament
Political Behavior;1045;Behavior and Responsiveness of Political Elites 1;MP7-315;Friday;11:00;Elena Leuschner;Roman Senninger;Jens Wäckerle;Seeking policy across the aisle: cross-party collaboration in Europe
Political Behavior;1045;Behavior and Responsiveness of Political Elites 1;MP7-315;Friday;11:00;Elena Leuschner;Roman Senninger;Sebastian Ramirez-Ruiz;Politicians from 12 countries do follow, yet rarely engage with researchers on social media
